CitationNumber,Long-acting,Drug,Analyte,Route,Matrix,Dose,LambdaZHl,CAS,PubChemCID,SMILES,LambdaZHl_log
9017965,,Flunixin,Flunixin,Cutaneous (topical),Plasma,3.3,13.24,38677-85-9,38081,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,2.5832426260375603
8004015,,Chlorampheenicol,Chlorampheenicol,Intramuscular,Muscle,40.0,13.2,56-75-7,5959,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],2.580216905349898
9015501,,Cefuroxime,Cefuroxime,Intramammary,Milk,,13.0,55268-75-2,5479529,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,2.5649494343846104
9005556,,Sulfamethazine,Sulfamethazine,Intramammary,Milk,,12.9,57-68-1,5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,2.557227388887003
9015687,,Tylosin,Tylosin,Intravenous,Plasma,10.0,12.7,1401-69-0,5280440,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,2.5416020722046997
9017902,,Fentanyl citrate,Fentanyl citrate,Intravenous,Plasma,0.005,12.7,990-73-8,13810,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2.5416020722046997
9015705,,Febantel,Oxfendazole (Sulfone metabolite),Oral,Milk,4.5,12.48,58306-30-2,135449328,COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC,2.5241274430694833
9017306,,Ampicillin,Ampicillin,Intramammary,Milk,,12.293,69-53-4,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,2.5090300760323085
8004015,,Ampicillin trihydrate,Ampicillin,Intramuscular,Serum,12.5,12.06,7177-48-2,23565,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C.O.O.O,2.4898942742177756
9015597,,Levamisole hydrochloride,Levamisole hydrochloride,Oral,Liver,8.0,11.98,16595-80-5,27944,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,2.483238676159754
9016306,,Zilpaterol hydrochloride,Zilpaterol,Oral,Plasma,0.2,11.9,119520-06-8,11507658,CC(C)NC1CCN2C3=C(C1O)C=CC=C3NC2=O.Cl,2.4765384841510936
8004015,,Chlorampheenicol,Chlorampheenicol,Intramuscular,Serum,40.0,11.8,56-75-7,5959,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],2.468099616217378
9017513,,Penicillin G procaine,Penicillin G procaine,Intravenous,Milk,200000.0,11.8,6130-64-9,22502,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.O,2.468099616217378
9014632,,Pirlimycin,Pirlimycin,Intramammary,Milk,,11.72,79548-73-5,157385,CCC1CCNC(C1)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,2.461296869473095
9015218,,Halofuginone,Halofuginone,Intravenous,Plasma,0.1,11.66,55837-20-2,400772,C1CC(C(NC1)CC(=O)CN2C=NC3=CC(=C(C=C3C2=O)Cl)Br)O,2.456164266685636
9016755,,Flunixin,Flunixin,Intravenous,Plasma,2.2,11.6,38677-85-9,38081,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,2.4510051843192118
9008272,,Cefacetrile,Cefacetrile,Intramammary,Milk,,11.5,10206-21-0,91562,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC#N)SC1)C(=O)O,2.4423471223257223
9019281,,Acetylsalicylic acid,Acetylsalicylic acid (salicylic acid metabolite),Oral,Plasma,200.0,11.49,50-78-2,2244,CC(=O)OC1=CC=CC=C1C(=O)O,2.441477178892862
9014811,,Florfenicol,Florfenicol,Intramuscular,Serum,20.0,11.4,73231-34-2,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,2.4336134431197443
9000461,,Tetracycline,Tetracycline,Intravenous,Milk,4.4,11.3,60-54-8,54675776,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,2.4248028142138662
9016095,,Ceftiofur sodium,Ceftiofur,Intramuscular,Serum,2.2,11.22,104010-37-9,23671563,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)[O-].[Na+],2.417697989221106
9014482,,Ceftiofur (desfuroylceftiofur metabolite),Ceftiofur,Intramammary,Milk,,11.05,120882-22-6,9576866,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CS)C(=O)O,2.4024305184614954
9015141,,Enilconazole,Enilconazole,Intravenous,Plasma,4.0,11.0,35554-44-0,37175,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,2.397895363707457
9009849,,Dimerasulfa,Dimerasulfa,Subcutaneous,Plasma,120.0,10.9,76391-88-3,192081,CC1=C(C(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C)CCS(=O)(=O)O,2.388762880978213
9015717,,Sulfathiazole,Sulfathiazole,Oral,Plasma,214.0,10.83,72-14-0,5340,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,2.3823201533489984
9000670,,Oxytetracycline,Oxytetracycline,Intravenous,Plasma,17.0,10.8,79-57-2,54675779,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,2.3795462267227623
9009849,,Dimerasulfa,Dimerasulfa,Oral,Plasma,120.0,10.8,76391-88-3,192081,CC1=C(C(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C)CCS(=O)(=O)O,2.3795462267227623
9015717,,Sulfapyridine,Sulfapyridine,Oral,Plasma,214.0,10.72,144-83-2,5336,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,2.3721112489262337
9017744,,Oxfendazole,Oxfendazole,Oral,Plasma,10.0,10.7,53716-50-0,40854,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3,2.3702438349258
9013051,,Coumaphos,Coumaphos,Cutaneous (topical),Milk,,10.6,56-72-4,2871,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,2.3608540954576394
9016438,,Ceftiofur (Sodium and Hydrochloride),Ceftiofur (Metabolite),Intramuscular,Liver,2.2,10.52,103980-44-5,9937686,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl,2.3532783023665935
9015617,,Thiabendazole,Thiabendazole (5-hydroxy metabolite),Oral,Milk,66.0,10.49,148-79-8,5430,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,2.3504225177370857
9008914,,Oxytetracycline hydrochloride,Oxytetracycline,Intravenous,Serum,10.0,10.44,2058-46-0,54680782,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,2.3456446782399287
9006971,,Enrofloxacin,Enrofloxacin,Subcutaneous,Milk,2.5,10.3,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,2.332143992322964
9019206,,Dexamethasone,Dexamethasone,Intramuscular,Milk,20.0,10.2,50-02-2,5743,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,2.322387818329436
9017852,,Marbofloxacin,Marbofloxacin,IV (Regional Limb Perfusion),Sunovial fluid,0.67,10.16,115550-35-1,60651,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,2.3184585405755276
9018004,,Flunixin meglumine,Flunixin,Cutaneous (topical),Plasma,3.33,10.09,42461-84-7,39212,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F.CNCC(C(C(C(CO)O)O)O)O,2.3115449334735403
9017070,,Enrofloxacin,Enrofloxacin,Subcutaneous,Plasma,7.5,10.08,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,2.310553361849567
9014876,,Ceftiofur,Ceftiofur,Intramuscular,Plasma,1.0,10.0,80370-57-6,6328657,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O,2.3025851929940404
9003143,,Chloramphenicol,Chloramphenicol,Intramuscular,Serum,50.0,10.0,56-75-7,5959,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],2.3025851929940404
9015717,,Sulfamethazine,Sulfamethazine,Oral,Plasma,214.0,9.91,57-68-1,5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,2.293544449250065
9000966,,Prednisolone,Prednisolone,Intravenous,Serum,,9.9,50-24-8,5755,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,2.29253485815064
9016817,,Danofloxacin,Danofloxacin,Subcutaneous,Milk,6.0,9.75,112398-08-0,71335,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,2.277267387573853
8004005,,Oxytetracycline hydrochloride,Oxytetracycline,Intravenous,Milk,3.32,9.7,2058-46-0,54680782,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,2.2721259886021152
9016483,,Lasalocid,Lasalocid,Intramammary,Milk,,9.66,25999-31-9,5360807,CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)O)O,2.26799375174409
9015663,,Flunixin,Flunixin (5-hydroxy flunixin metabolite),Subcutaneous,Plasma,2.2,9.61,38677-85-9,38081,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,2.262804327040468
9016580,,Metoclopramide,Metoclopramide,Intravenous,Plasma,0.4,9.6,364-62-5,4168,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,2.2617632026404517
9014593,,Dexamethasone,Dexamethasone,Intravenous,Milk,0.04,9.6,50-02-2,5743,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,2.2617632026404517
9015221,,Hydrochlorothiazide,Hydrochlorothiazide,Oral,Plasma,3.5,9.5,58-93-5,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,2.2512919038696473
9014700,,Ceftiofur sodium,Ceftiofur,Intramuscular,Plasma,,9.5,104010-37-9,23671563,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)[O-].[Na+],2.2512919038696473
9015717,,Sulfapyridine,Sulfapyridine,Oral,Milk,214.0,9.45,144-83-2,5336,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,2.2460148473257515
9014682,,Ceftiofur hydrochloride,Ceftiofur (desfuroylceftiofur metabolite),Subcutaneous,Plasma,5.0,9.32,103980-44-5,9937686,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl,2.232162735993631
9017757,,Carprofen,Carprofen,Intramuscular,Plasma,5.0,9.23,53716-49-7,2581,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,2.222459156857117
9007604,,Enrofloxacin (ciprofloxacin metabolite),Ciprofloxacin (Enrofloxacin metabolite),Intravenous,Serum,2.5,9.19,85721-33-1,2764,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,2.218116045181518
8004015,,Amoxicillin trihydrate,Amoxicillin trihydrate,Intramuscular,Serum,13.0,9.0,61336-70-7,62883,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.O.O.O,2.1972246884473243
9018066,,Carvacrol,Carvacrol,Cutaneous (topical),Milk,,8.81,499-75-2,10364,CC1=C(C=C(C=C1)C(C)C)O,2.1758875534554596
9014765,,Fenbendazole,Fenbendazole (sulfoxide metabolite),Oral-medicated feed,Milk,5.0,8.64,43210-67-9,3334,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3,2.156402698556698
9014773,,Albendazole,Albendazole,Oral,Milk,15.0,8.55,54965-21-8,2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,2.1459313999077265
9012584,,Enrofloxacin,Enrofloxacin,Subcutaneous,Lungs,8.0,8.44,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,2.132982427091271
9017718,,Chlortetracycline,Chlortetracycline,Intrauterine,Milk,,8.3,57-62-5,54675777,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,2.116255635284473
9015103,,Difloxacin,Difloxacin,Intramuscular,Plasma,5.0,8.2,98106-17-3,56206,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,2.1041342762214192
9017513,,Amoxicillin,Amoxicillin,Intramammary,Milk,,8.11,26787-78-0,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,2.093097991431876
9012584,,Enrofloxacin,Enrofloxacin,Subcutaneous,Bronchial mucosa,8.0,8.02,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,2.0819385465666946
9014314,,2-Pyrrolidone,2-Pyrrolidone,Intramuscular,Milk,40.0,8.0,616-45-5,12025,C1CC(=O)NC1,2.079441666679828
9000984,,Penicillin G,Penicillin,Intramammary,Milk,,7.9,61-33-6,5904,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,2.0668628860552465
9015631,,Thiamphenicol,Thiamphenicol,Oral,Plasma,25.0,7.82,15318-45-3,27200,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,2.0566846824344496
8004015,,Kanamycin sulphate,Kanamycin sulphate,Intramuscular,Kidney,3.5,7.8,70560-51-9,32943,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N.OS(=O)(=O)O,2.054123861900666
9015717,,Sulfamethazine,Sulfamethazine,Intravenous,Milk,214.0,7.77,57-68-1,5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,2.0502702930796763
9017551,,Praziquantel,Praziquantel,Oral,Plasma,150.0,7.77,55268-74-1,4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,2.0502702930796763
9015559,,Chlortetracycline,Chlortetracycline,Oral,Serum,33.6,7.52,57-62-5,54675777,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,2.017566270940463
9017513,,Amoxicillin,Amoxicillin,Intravenous,Milk,,7.5,26787-78-0,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,2.014903153875589
9012584,,Enrofloxacin,Enrofloxacin,Subcutaneous,Bronchial secretions,8.0,7.49,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,2.0135689310404676
9017001,,Sulfamethazine,Sulfamethazine,Intravenous,Plasma,60.0,7.46,57-68-1,5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,2.009555548263918
9017663,,Ceftiofur hydrochloride,Ceftiofur (desfuroylceftiofur metabolite),Intravenous,Plasma,2.2,7.45,103980-44-5,9937686,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl,2.008214166619647
9014593,,Dexamethasone disodium phosphate,Dexamethasone,Intramuscular,Kidney,0.06,7.4345,2392-39-4,16961,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COP(=O)([O-])[O-])O)C)O)F)C.[Na+].[Na+],2.0061314626631686
9012234,,Enrofloxacin (ciprofloxacin metabolite),Ciprofloxacin (Enrofloxacin metabolite),Subcutaneous,Plasma,12.5,7.25,85721-33-1,2764,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,1.9810016067976084
9000919,,Flunixin meglumine,Flunixin meglumine,Oral,Plasma,2.2,7.1,42461-84-7,39212,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F.CNCC(C(C(C(CO)O)O)O)O,1.9600949248923303
9004813,,Apramycin (Sulfate),Apramycin,Intravenous,Milk,10.0,7.081666681,65710-07-8,3081544,CNC1C(C2C(CC(C(O2)OC3C(CC(C(C3O)O)N)N)N)OC1OC4C(C(C(C(O4)CO)N)O)O)O.OS(=O)(=O)O,1.957509428132357
8004015,,Penicillin G procaine,Penicillin G procaine,Intramuscular,Kidney,9.3,7.0,6130-64-9,22502,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.O,1.945910291912446
9015533,,Ampicillin trihydrate,ampicillin,Intramuscular,Milk,11.0,6.998,7177-48-2,23565,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C.O.O.O,1.945624536843457
9007445,,Enrofloxacin,Enrofloxacin,Intramuscular,Serum,5.0,6.99,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,1.9444806993072252
9018066,,Carvacrol,Carvacrol,Cutaneous (topical),Plasma,,6.93,499-75-2,10364,CC1=C(C=C(C=C1)C(C)C)O,1.9358599575019457
9009314,,Enrofloxacin,Enrofloxacin,Subcutaneous,Serum,2.5,6.9,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,1.9315215565307395
9019188,,Orbifloxacin,Orbifloxacin,Intramuscular,Plasma,5.0,6.9,113617-63-3,60605,CC1CN(CC(N1)C)C2=C(C3=C(C(=C2F)F)C(=O)C(=CN3C4CC4)C(=O)O)F,1.9315215565307395
9015597,,Levamisole hydrochloride,Levamisole,Cutaneous (topical),Milk,10.0,6.82,16595-80-5,27944,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,1.919859618482926
9019068,,Ketoprofen,Ketoprofen,Subcutaneous,Plasma,3.0,6.78,22071-15-4,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,1.9139772494449188
9017704,,Levamisole,Levamisole,Subcutaneous,Plasma,8.0,6.74,14769-73-4,26879,C1CSC2=NC(CN21)C3=CC=CC=C3,1.9080600732921573
9004813,,Apramycin (Sulfate),Apramycin,Intramuscular,Milk,20.0,6.708333347,65710-07-8,3081544,CNC1C(C2C(CC(C(O2)OC3C(CC(C(C3O)O)N)N)N)OC1OC4C(C(C(C(O4)CO)N)O)O)O.OS(=O)(=O)O,1.903350685742096
9001726,,amoxicillin trihydrate,Amoxicillin,Oral,Muscle,7.0,6.7,61336-70-7,62883,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.O.O.O,1.9021076756506405
9007604,,Enrofloxacin,Enrofloxacin,Intravenous,Serum,2.5,6.61,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,1.8885838051495139
9001131,,Furaltadone,Furaltadone,Intramammary,Milk,,6.6,3759-92-0,9576185,C1COCCN1CC2CN(C(=O)O2)N=CC3=CC=C(O3)[N+](=O)[O-].Cl,1.88706980054752
9001352,,Penicillin G sodium,Penicillin,Intramammary,Milk,,6.5,69-57-8,23668834,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+],1.8718023307477334
9018653,,Enrofloxacin,Enrofloxacin,Intravenous,Plasma,12.5,6.36,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,1.850028534584723
9016643,,Ampicillin trihydrate,Ampicillin trihydrate,Intramuscular,Plasma,11.0,6.36,7177-48-2,23565,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C.O.O.O,1.850028534584723
9015591,,Marbofloxacin,Marbofloxacin,Intramuscular,Serum,2.0,6.3,115550-35-1,60651,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,1.840549792127633
9016517,,Cefquinome,Cefquinome,Intramammary,Milk,75.0,6.3,84957-30-2,5464355,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCCC5)C(=O)[O-],1.840549792127633
9017806,,Ampicillin,Ampicillin,IV (Regional Limb Perfusion),Serum,,6.26,69-53-4,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,1.8341803448564034
9005618,,Tylosin,Tylosin,Intramammary,Milk,,6.22,1401-69-0,5280440,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,1.8277700675227793
9018680,,Levamisole,Levamisole,Oral,Plasma,8.0,6.1,14769-73-4,26879,C1CSC2=NC(CN21)C3=CC=CC=C3,1.8082889351136784
9017961,,Amoxicillin,Amoxicillin,Intramuscular,Plasma,14.0,6.05,26787-78-0,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,1.8000584373319926
9015597,,Levamisole hydrochloride,Levamisole,Intramuscular,Milk,8.0,6.0,16595-80-5,27944,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,1.7917596358947079
9001131,,Furazolidone,Furazolidone,Intramammary,Milk,,6.0,67-45-8,5323714,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],1.7917596358947079
9015141,,Enilconazole,Enilconazole,Cutaneous (topical),Plasma,,6.0,35554-44-0,37175,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,1.7917596358947079
8004015,,Penicillin G procaine,Penicillin G procaine,Intramuscular,Serum,9.3,5.93,6130-64-9,22502,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.O,1.7800243816436838
8004015,,Penethamate hydriodidc,Penethamate hydriodidc,Intramuscular,Serum,9.0,5.88,3689-73-4,71797,CCN(CC)CCOC(=O)C1C(SC2N1C(=O)C2NC(=O)CC3=CC=CC=C3)(C)C,1.7715569319785482
8004011,,Oxytetracycline,Oxytetracycline,Intravenous,Serum,10.0,5.88,79-57-2,54675779,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,1.7715569319785482
8004015,,Penicillin G procaine,Penicillin G procaine,Intramuscular,Muscle,9.3,5.8,6130-64-9,22502,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.O,1.7578580899661518
9017852,,Marbofloxacin,Marbofloxacin,IV (Regional Limb Perfusion),Plasma,0.67,5.74,115550-35-1,60651,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,1.7474593845474877
9004142,,Florfenicol,Florfenicol,Oral,Serum,11.0,5.570000011,73231-34-2,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,1.7173952354472553
9017120,,Florfenicol,Florfenicol,Intramammary,Milk,20.0,5.44,73231-34-2,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,1.693779244691364
9015597,,Levamisole hydrochloride,Levamisole,Oral,Milk,8.0,5.36,16595-80-5,27944,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,1.6789641616498574
9015456,,Gabapentin,Gabapentin,Oral,Milk,20.0,5.2,60142-96-3,3446,C1CCC(CC1)(CC(=O)O)CN,1.6486588178950556
9008132,,Chloramphenicol,Chloramphenicol,Intramuscular,Plasma,20.0,5.19,56-75-7,5959,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],1.6467338898560062
9015559,,Erythromycin,Erythromycin,Oral,Serum,20.0,5.17,114-07-8,12560,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,1.6428728819439167
9008373,,Ampicillin trihydrate,ampicillin,Intramammary,Milk,,5.1,7177-48-2,23565,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C.O.O.O,1.6292407358086922
9015518,,Paromomycin,Paromomycin,Intravenous,Plasma,21.0,5.0,7542-37-2,165580,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,1.6094381124340804
9015671,,Nitrofurazone,Nitrofurazone,Oral,Plasma,14.0,5.0,59-87-0,5447130,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,1.6094381124340804
9015221,,Hydrochlorothiazide,Hydrochlorothiazide,Intravenous,Plasma,3.5,5.0,58-93-5,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,1.6094381124340804
9012945,,Florfenicol,Florfenicol,Intravenous,Serum,2.2,4.77,73231-34-2,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,1.5623465145438338
9018344,,Cefquinome,Cefquinome,Intramuscular,Plasma,2.0,4.74,84957-30-2,5464355,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCCC5)C(=O)[O-],1.556037346677427
9019228,,Racecadotril,Racecadotril,Oral,Plasma,2.5,4.7,90274-24-1,14010333,CC(CCC1=CC=C(C=C1)O)NCC(C2=CC=C(C=C2)O)O.Cl,1.5475627214819478
